"Dataset","glm_avg_time","glm_sd_time","glm_convergence","gee_avg_time","gee_sd_time","gee_convergence","re_nosig_avg_time","re_nosig_sd_time","re_nosig_convergence","re_np_avg_time","re_np_sd_time","re_np_convergence","lme4_avg_time","lme4_sd_time","lme4_convergence","gamm_avg_time","gamm_sd_time","gamm_convergence","cop_avg_time","cop_sd_time","cop_convergence","cop_n_avg_time","cop_n_sd_time","cop_n_convergence","cop_j_avg_time","cop_j_sd_time","cop_j_convergence","cop_g_avg_time","cop_g_sd_time","cop_g_convergence","cop_f_avg_time","cop_f_sd_time","cop_f_convergence","cop_amh_avg_time","cop_amh_sd_time","cop_amh_convergence","cop_fgm_avg_time","cop_fgm_sd_time","cop_fgm_convergence","cop_pl_avg_time","cop_pl_sd_time","cop_pl_convergence","cop_h_avg_time","cop_h_sd_time","cop_h_convergence","cop_t_avg_time","cop_t_sd_time","cop_t_convergence"
"GA_0.5_2_NA_1_2_1_0.01_1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
